Timestamp, Time Taken (ms)
13/10/2024 10:59:06 PM, 0.2466
13/10/2024 10:59:06 PM, 0.0004
13/10/2024 10:59:06 PM, 0.0003
13/10/2024 10:59:06 PM, 0.0007
13/10/2024 10:59:06 PM, 0.0066
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0011
13/10/2024 10:59:06 PM, 0.0006
13/10/2024 10:59:06 PM, 0.0004
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0004
13/10/2024 10:59:06 PM, 0.0004
13/10/2024 10:59:06 PM, 0.0006
13/10/2024 10:59:06 PM, 0.0004
13/10/2024 10:59:06 PM, 0.0004
13/10/2024 10:59:06 PM, 0.0004
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0004
13/10/2024 10:59:06 PM, 0.0003
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0004
13/10/2024 10:59:06 PM, 0.0006
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0006
13/10/2024 10:59:06 PM, 0.0008
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0003
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0007
13/10/2024 10:59:06 PM, 0.0004
13/10/2024 10:59:06 PM, 0.0006
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0003
13/10/2024 10:59:06 PM, 0.0011
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0233
13/10/2024 10:59:06 PM, 0.0004
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0006
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0006
13/10/2024 10:59:06 PM, 0.0006
13/10/2024 10:59:06 PM, 0.0004
13/10/2024 10:59:06 PM, 0.0004
13/10/2024 10:59:06 PM, 0.0009
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0007
13/10/2024 10:59:06 PM, 0.0004
13/10/2024 10:59:06 PM, 0.0004
13/10/2024 10:59:06 PM, 0.0005
13/10/2024 10:59:06 PM, 0.0008
13/10/2024 10:59:06 PM, 0.0006
13/10/2024 10:59:06 PM, 0.0004
13/10/2024 10:59:06 PM, 0.0011
13/10/2024 10:59:06 PM, 0.0007
13/10/2024 10:59:07 PM, 0.0011
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0009
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0007
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0007
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0007
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0008
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0018
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.001
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0008
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0007
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0018
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0014
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0009
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0007
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0007
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0008
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0007
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0002
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0007
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0002
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.001
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0007
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0009
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0007
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0007
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0003
13/10/2024 10:59:07 PM, 0.0007
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0008
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0009
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0008
13/10/2024 10:59:07 PM, 0.0004
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:07 PM, 0.0006
13/10/2024 10:59:07 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0007
13/10/2024 10:59:08 PM, 0.0009
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0003
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0007
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0006
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0006
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0006
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0003
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0011
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0007
13/10/2024 10:59:08 PM, 0.0003
13/10/2024 10:59:08 PM, 0.0007
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0006
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0006
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0003
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0003
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0003
13/10/2024 10:59:08 PM, 0.0003
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0006
13/10/2024 10:59:08 PM, 0.0003
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0003
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0003
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0003
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0003
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0006
13/10/2024 10:59:08 PM, 0.0013
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0008
13/10/2024 10:59:08 PM, 0.0007
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0012
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0003
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.001
13/10/2024 10:59:08 PM, 0.0003
13/10/2024 10:59:08 PM, 0.0003
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0004
13/10/2024 10:59:08 PM, 0.0006
13/10/2024 10:59:08 PM, 0.0005
13/10/2024 10:59:08 PM, 0.0003
